pathway_source,pathway,odds_ratio,p_value
w,"COVID-19, thrombosis and anticoagulation",0.0,1.0
r,COX reactions,0.0,1.0
r:w,Creatine metabolism,0.0,1.0
w,Creatine pathway,0.0,1.0
r,Creation of C4 and C2 activators,0.0,1.0
r,CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling,0.0,1.0
r,CREB1 phosphorylation through the activation of Adenylate Cyclase,0.0,1.0
r,CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde,0.0,1.0
r,CREB3 factors activate genes,0.0,1.0
r,CREB phosphorylation,0.0,1.0
r,crenolanib-resistant FLT3 mutants,0.0,1.0
r:w,Cristae formation,0.0,1.0
r,crizotinib-resistant ALK mutants,0.0,1.0
r,CRMPs in Sema3A signaling,0.0,1.0
r,Crosslinking of collagen fibrils,0.0,1.0
r,Cross-presentation of particulate exogenous antigens (phagosomes),0.0,1.0
r,Cross-presentation of soluble exogenous antigens (endosomes),0.0,1.0
r,CS/DS degradation,0.0,1.0
r,CTLA4 inhibitory signaling,0.0,1.0
r,CTNNB1 S33 mutants aren't phosphorylated,0.0,1.0
r,CTNNB1 S37 mutants aren't phosphorylated,0.0,1.0
r,CTNNB1 S45 mutants aren't phosphorylated,0.0,1.0
r,CTNNB1 T41 mutants aren't phosphorylated,0.0,1.0
k,Cushing syndrome,0.0,1.0
r,Cyclin A/B1/B2 associated events during G2/M transition,0.0,1.0
r,Cyclin A:Cdk2-associated events at S phase entry,0.0,1.0
r,Cyclin D associated events in G1,0.0,1.0
r,Cyclin E associated events during G1/S transition ,0.0,1.0
w,CYP2E1 activation leading to neurodegeneration,0.0,1.0
r,CYP2E1 reactions,0.0,1.0
w,Cysteine and methionine catabolism,0.0,1.0
k,Cysteine and methionine metabolism,0.0,1.0
r,Cysteine formation from homocysteine,0.0,1.0
r,Cytochrome c-mediated apoptotic response,0.0,1.0
r,Cytochrome P450 - arranged by substrate type,0.0,1.0
k:w,Cytokine-cytokine receptor interaction,0.0,1.0
w,Cytokines and inflammatory response,0.0,1.0
r,Cytokine Signaling in Immune system,0.0,1.0
w,Cytokine storm syndrome,0.0,1.0
w,Cytoplasmic ribosomal proteins,0.0,1.0
r,Cytoprotection by HMOX1,0.0,1.0
w,Cytosine methylation,0.0,1.0
k:w,Cytosolic DNA-sensing pathway,0.0,1.0
r:w,Cytosolic iron-sulfur cluster assembly,0.0,1.0
r:w,Cytosolic sensors of pathogen-associated DNA ,0.0,1.0
r,Cytosolic sulfonation of small molecules,0.0,1.0
r,Cytosolic tRNA aminoacylation,0.0,1.0
r:w,DAG and IP3 signaling,0.0,1.0
k,D-Amino acid metabolism,0.0,1.0
r:w,DAP12 interactions,0.0,1.0
r,DAP12 signaling,0.0,1.0
r,DARPP-32 events,0.0,1.0
r,Dasatinib-resistant KIT mutants,0.0,1.0
r,DCC mediated attractive signaling,0.0,1.0
w,DDR1-mediated signaling,0.0,1.0
w,DDX1 as a regulatory component of the Drosha microprocessor,0.0,1.0
r:w,DDX58/IFIH1-mediated induction of interferon-alpha/beta,0.0,1.0
r,Deactivation of the beta-catenin transactivating complex,0.0,1.0
r:w,Deadenylation-dependent mRNA decay,0.0,1.0
r,Deadenylation of mRNA,0.0,1.0
r,Dectin-1 mediated noncanonical NF-kB signaling,0.0,1.0
r,Dectin-2 family,0.0,1.0
r,Defective ABCA12 causes ARCI4B,0.0,1.0
r,Defective ABCA1 causes TGD,0.0,1.0
r,Defective ABCA3 causes SMDP3,0.0,1.0
r,Defective ABCB11 causes PFIC2 and BRIC2,0.0,1.0
r,"Defective ABCB4 causes PFIC3, ICP3 and GBD1",0.0,1.0
r,Defective ABCB6 causes MCOPCB7,0.0,1.0
r,Defective ABCC2 causes DJS,0.0,1.0
r,Defective ABCC6 causes PXE,0.0,1.0
r,Defective ABCC8 can cause hypo- and hyper-glycemias,0.0,1.0
r,"Defective ABCC9 causes CMD10, ATFB12 and Cantu syndrome",0.0,1.0
r,Defective ABCD1 causes ALD,0.0,1.0
r,Defective ABCD4 causes MAHCJ,0.0,1.0
r,Defective ABCG5 causes sitosterolemia,0.0,1.0
r,Defective ABCG8 causes GBD4 and sitosterolemia,0.0,1.0
r,Defective ACTH causes obesity and POMCD,0.0,1.0
r,Defective ACY1 causes encephalopathy,0.0,1.0
r,Defective ADA disrupts (deoxy)adenosine deamination,0.0,1.0
r,Defective AHCY causes HMAHCHD,0.0,1.0
r,Defective ALG11 causes CDG-1p,0.0,1.0
r,Defective ALG12 causes CDG-1g,0.0,1.0
r,Defective ALG14 causes ALG14-CMS,0.0,1.0
r,Defective ALG1 causes CDG-1k,0.0,1.0
r,Defective ALG2 causes CDG-1i,0.0,1.0
r,Defective ALG3 causes CDG-1d,0.0,1.0
r,Defective ALG6 causes CDG-1c,0.0,1.0
r,Defective ALG8 causes CDG-1h,0.0,1.0
r,Defective ALG9 causes CDG-1l,0.0,1.0
r,Defective AMN causes MGA1,0.0,1.0
r,Defective APRT disrupts adenine salvage,0.0,1.0
r,"Defective AVP does not bind AVPR1A,B and causes neurohypophyseal diabetes insipidus (NDI)",0.0,1.0
r,Defective AVP does not bind AVPR2 and causes neurohypophyseal diabetes insipidus (NDI),0.0,1.0
r,Defective B3GALT6 causes EDSP2 and SEMDJL1,0.0,1.0
r,Defective B3GALTL causes PpS,0.0,1.0
r,Defective B3GAT3 causes JDSSDHD,0.0,1.0
r,Defective B4GALT1 causes B4GALT1-CDG (CDG-2d),0.0,1.0
r,Defective B4GALT1 causes CDG-2d,0.0,1.0
r,"Defective B4GALT7 causes EDS, progeroid type",0.0,1.0
r,Defective Base Excision Repair Associated with MUTYH,0.0,1.0
r,Defective Base Excision Repair Associated with NEIL1,0.0,1.0
r,Defective Base Excision Repair Associated with NEIL3,0.0,1.0
r,Defective Base Excision Repair Associated with NTHL1,0.0,1.0
r,Defective Base Excision Repair Associated with OGG1,0.0,1.0
r,"Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)",0.0,1.0
r,Defective binding of VWF variant to GPIb:IX:V,0.0,1.0
r,Defective BTD causes biotidinase deficiency,0.0,1.0
r,Defective C1GALT1C1 causes TNPS,0.0,1.0
r,Defective CBLIF causes IFD,0.0,1.0
r,Defective CD320 causes MMATC,0.0,1.0
r,Defective CFTR causes cystic fibrosis,0.0,1.0
r,"Defective CHST14 causes EDS, musculocontractural type",0.0,1.0
r,Defective CHST3 causes SEDCJD,0.0,1.0
r,Defective CHST6 causes MCDC1,0.0,1.0
r,Defective CHSY1 causes TPBS,0.0,1.0
r,Defective cofactor function of FVIIIa variant,0.0,1.0
r,Defective CP causes aceruloplasminemia (ACERULOP),0.0,1.0
r,Defective CSF2RA causes SMDP4,0.0,1.0
r,Defective CSF2RB causes SMDP5,0.0,1.0
r,Defective CUBN causes MGA1,0.0,1.0
r,Defective CYP11A1 causes AICSR,0.0,1.0
r,Defective CYP11B1 causes AH4,0.0,1.0
r,Defective CYP11B2 causes CMO-1 deficiency,0.0,1.0
r,Defective CYP17A1 causes AH5,0.0,1.0
r,Defective CYP19A1 causes AEXS,0.0,1.0
r,Defective CYP1B1 causes Glaucoma,0.0,1.0
r,Defective CYP21A2 causes AH3,0.0,1.0
r,Defective CYP24A1 causes HCAI,0.0,1.0
r,Defective CYP26B1 causes RHFCA,0.0,1.0
r,Defective CYP26C1 causes FFDD4,0.0,1.0
r,Defective CYP27A1 causes CTX,0.0,1.0
r,Defective CYP27B1 causes VDDR1A,0.0,1.0
r,Defective CYP27B1 causes VDDR1B,0.0,1.0
r,Defective CYP2U1 causes SPG56,0.0,1.0
r,Defective CYP4F22 causes ARCI5,0.0,1.0
r,Defective CYP7B1 causes SPG5A and CBAS3,0.0,1.0
r,Defective DHDDS causes RP59,0.0,1.0
r,Defective DNA double strand break response due to BARD1 loss of function,0.0,1.0
r,Defective DNA double strand break response due to BRCA1 loss of function,0.0,1.0
r,Defective DOLK causes DOLK-CDG,0.0,1.0
r,"Defective DPAGT1 causes CDG-1j, CMSTA2",0.0,1.0
r,Defective DPM1 causes DPM1-CDG,0.0,1.0
r,Defective DPM2 causes DPM2-CDG,0.0,1.0
r,Defective DPM3 causes DPM3-CDG,0.0,1.0
r,"Defective EXT1 causes exostoses 1, TRPS2 and CHDS",0.0,1.0
r,Defective EXT2 causes exostoses 2,0.0,1.0
r,Defective F8 accelerates dissociation of the A2 domain,0.0,1.0
r,Defective F8 binding to the cell membrane,0.0,1.0
r,Defective F8 binding to von Willebrand factor,0.0,1.0
r,Defective F8 cleavage by thrombin,0.0,1.0
r,Defective F8 secretion,0.0,1.0
r,Defective F8 sulfation at Y1699,0.0,1.0
r,Defective F9 activation,0.0,1.0
r,Defective F9 secretion,0.0,1.0
r,Defective F9 variant does not activate FX,0.0,1.0
r,Defective factor IX causes hemophilia B,0.0,1.0
r,Defective factor IX causes thrombophilia,0.0,1.0
r,Defective factor VIII causes hemophilia A,0.0,1.0
r,Defective factor XII causes hereditary angioedema,0.0,1.0
r,Defective FMO3 causes TMAU,0.0,1.0
r,Defective GALE causes EDG,0.0,1.0
r,Defective GALK1 causes GALCT2,0.0,1.0
r,Defective GALNT12 causes CRCS1,0.0,1.0
r,Defective GALNT3 causes HFTC,0.0,1.0
r,Defective GALT can cause GALCT,0.0,1.0
r,Defective gamma-carboxylation of F9,0.0,1.0
r,Defective GCK causes maturity-onset diabetes of the young 2 (MODY2),0.0,1.0
r,Defective GCLC causes HAGGSD,0.0,1.0
r,Defective GFPT1 causes CMSTA1,0.0,1.0
r,Defective GGT1 causes GLUTH,0.0,1.0
r,Defective GGT1 in aflatoxin detoxification causes GLUTH,0.0,1.0
r,"Defective GNE causes sialuria, NK and IBM2",0.0,1.0
r,Defective GSS causes GSS deficiency,0.0,1.0
r,Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function,0.0,1.0
r,Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function,0.0,1.0
r,Defective HEXA causes GM2G1,0.0,1.0
r,Defective HEXB causes GM2G2,0.0,1.0
r,Defective HK1 causes hexokinase deficiency (HK deficiency),0.0,1.0
r,Defective HLCS causes multiple carboxylase deficiency,0.0,1.0
r,Defective homologous recombination repair (HRR) due to BRCA1 loss of function,0.0,1.0
r,Defective homologous recombination repair (HRR) due to BRCA2 loss of function,0.0,1.0
r,Defective homologous recombination repair (HRR) due to PALB2 loss of function,0.0,1.0
r,Defective HPRT1 disrupts guanine and hypoxanthine salvage,0.0,1.0
r,Defective Inhibition of DNA Recombination at Telomere,0.0,1.0
r,Defective Inhibition of DNA Recombination at Telomere Due to ATRX Mutations,0.0,1.0
r,Defective Inhibition of DNA Recombination at Telomere Due to DAXX Mutations,0.0,1.0
r,Defective Intrinsic Pathway for Apoptosis,0.0,1.0
r,Defective Intrinsic Pathway for Apoptosis Due to p14ARF Loss of Function,0.0,1.0
r,Defective LARGE causes MDDGA6 and MDDGB6,0.0,1.0
r,Defective LFNG causes SCDO3,0.0,1.0
r,Defective MAN1B1 causes MRT15,0.0,1.0
r,Defective MAOA causes BRUNS,0.0,1.0
r,Defective MAT1A causes MATD,0.0,1.0
r,Defective MGAT2 causes CDG-2a,0.0,1.0
r,Defective Mismatch Repair Associated With MLH1,0.0,1.0
r,Defective Mismatch Repair Associated With MSH2,0.0,1.0
r,Defective Mismatch Repair Associated With MSH3,0.0,1.0
r,Defective Mismatch Repair Associated With MSH6,0.0,1.0
r,Defective Mismatch Repair Associated With PMS2,0.0,1.0
r,"Defective MMAA causes MMA, cblA type",0.0,1.0
r,"Defective MMAB causes MMA, cblB type",0.0,1.0
r,Defective MMACHC causes MAHCC,0.0,1.0
r,Defective MMADHC causes MMAHCD,0.0,1.0
r,Defective MOGS causes CDG-2b,0.0,1.0
r,Defective MPDU1 causes CDG-1f,0.0,1.0
r,Defective MPI causes MPI-CDG,0.0,1.0
r,Defective MTR causes HMAG,0.0,1.0
r,Defective MTRR causes HMAE,0.0,1.0
r,Defective MUT causes MMAM,0.0,1.0
r,Defective MUTYH substrate binding,0.0,1.0
r,Defective MUTYH substrate processing,0.0,1.0
r,Defective NEU1 causes sialidosis,0.0,1.0
r,Defective NTHL1 substrate binding,0.0,1.0
r,Defective NTHL1 substrate processing,0.0,1.0
r,Defective OGG1 Localization,0.0,1.0
r,Defective OGG1 Substrate Binding,0.0,1.0
r,Defective OGG1 Substrate Processing,0.0,1.0
r,Defective OPLAH causes OPLAHD,0.0,1.0
r,Defective PAPSS2 causes SEMD-PA,0.0,1.0
r,Defective PGM1 causes PGM1-CDG,0.0,1.0
r,Defective PMM2 causes PMM2-CDG,0.0,1.0
r,Defective PNP disrupts phosphorolysis of (deoxy)guanosine and (deoxy)inosine,0.0,1.0
r,"Defective POMGNT1 causes MDDGA3, MDDGB3 and MDDGC3",0.0,1.0
r,"Defective POMT1 causes MDDGA1, MDDGB1 and MDDGC1",0.0,1.0
r,"Defective POMT2 causes MDDGA2, MDDGB2 and MDDGC2",0.0,1.0
r,Defective pro-SFTPB causes SMDP1 and RDS,0.0,1.0
r,Defective pro-SFTPC causes SMDP2 and RDS,0.0,1.0
r,Defective pyroptosis,0.0,1.0
r,Defective regulation of TLR7 by endogenous ligand,0.0,1.0
r,Defective RFT1 causes CDG-1n,0.0,1.0
r,Defective RHAG causes regulator type Rh-null hemolytic anemia (RHN),0.0,1.0
r,Defective RIPK1-mediated regulated necrosis,0.0,1.0
r,Defective SERPING1 causes hereditary angioedema,0.0,1.0
r,Defective SFTPA2 causes IPF,0.0,1.0
r,"Defective SLC11A2 causes hypochromic microcytic anemia, with iron overload 1 (AHMIO1)",0.0,1.0
r,Defective SLC12A1 causes Bartter syndrome 1 (BS1),0.0,1.0
r,Defective SLC12A3 causes Gitelman syndrome (GS),0.0,1.0
r,"Defective SLC12A6 causes agenesis of the corpus callosum, with peripheral neuropathy (ACCPN)",0.0,1.0
r,Defective SLC16A1 causes symptomatic deficiency in lactate transport (SDLT),0.0,1.0
r,Defective SLC17A5 causes Salla disease (SD) and ISSD,0.0,1.0
r,Defective SLC17A8 causes autosomal dominant deafness 25 (DFNA25),0.0,1.0
r,Defective SLC1A1 is implicated in schizophrenia 18 (SCZD18) and dicarboxylic aminoaciduria (DCBXA),0.0,1.0
r,Defective SLC1A3 causes episodic ataxia 6 (EA6),0.0,1.0
r,Defective SLC20A2 causes idiopathic basal ganglia calcification 1 (IBGC1),0.0,1.0
r,Defective SLC22A12 causes renal hypouricemia 1 (RHUC1),0.0,1.0
r,Defective SLC22A18 causes lung cancer (LNCR) and embryonal rhabdomyosarcoma 1 (RMSE1),0.0,1.0
r,Defective SLC22A5 causes systemic primary carnitine deficiency (CDSP),0.0,1.0
r,Defective SLC24A1 causes congenital stationary night blindness 1D (CSNB1D),0.0,1.0
r,Defective SLC24A4 causes hypomineralized amelogenesis imperfecta (AI),0.0,1.0
r,Defective SLC24A5 causes oculocutaneous albinism 6 (OCA6),0.0,1.0
r,Defective SLC26A2 causes chondrodysplasias,0.0,1.0
r,Defective SLC26A3 causes congenital secretory chloride diarrhea 1 (DIAR1),0.0,1.0
r,Defective SLC26A4 causes Pendred syndrome (PDS),0.0,1.0
r,Defective SLC27A4 causes ichthyosis prematurity syndrome (IPS),0.0,1.0
r,Defective SLC29A3 causes histiocytosis-lymphadenopathy plus syndrome (HLAS),0.0,1.0
r,Defective SLC2A10 causes arterial tortuosity syndrome (ATS),0.0,1.0
r,Defective SLC2A1 causes GLUT1 deficiency syndrome 1 (GLUT1DS1),0.0,1.0
r,Defective SLC2A2 causes Fanconi-Bickel syndrome (FBS),0.0,1.0
r,Defective SLC2A9 causes hypouricemia renal 2 (RHUC2),0.0,1.0
r,Defective SLC33A1 causes spastic paraplegia 42 (SPG42),0.0,1.0
r,Defective SLC34A1 causes hypophosphatemic nephrolithiasis/osteoporosis 1 (NPHLOP1),0.0,1.0
r,Defective SLC34A2 causes PALM,0.0,1.0
r,Defective SLC34A2 causes pulmonary alveolar microlithiasis (PALM),0.0,1.0
r,Defective SLC34A3 causes Hereditary hypophosphatemic rickets with hypercalciuria (HHRH),0.0,1.0
r,Defective SLC35A1 causes congenital disorder of glycosylation 2F (CDG2F),0.0,1.0
r,Defective SLC35A2 causes congenital disorder of glycosylation 2M (CDG2M),0.0,1.0
r,"Defective SLC35A3 causes arthrogryposis, mental retardation, and seizures (AMRS)",0.0,1.0
r,Defective SLC35D1 causes SCHBCKD,0.0,1.0
r,Defective SLC36A2 causes iminoglycinuria (IG) and hyperglycinuria (HG),0.0,1.0
r,"Defective SLC39A4 causes acrodermatitis enteropathica, zinc-deficiency type (AEZ)",0.0,1.0
r,Defective SLC3A1 causes cystinuria (CSNU),0.0,1.0
r,Defective SLC40A1 causes hemochromatosis 4 (HFE4) (duodenum),0.0,1.0
r,Defective SLC40A1 causes hemochromatosis 4 (HFE4) (macrophages),0.0,1.0
r,"Defective SLC4A1 causes hereditary spherocytosis type 4 (HSP4),  distal renal tubular acidosis (dRTA) and dRTA with hemolytic anemia (dRTA-HA)",0.0,1.0
r,"Defective SLC4A4 causes renal tubular acidosis, proximal, with ocular abnormalities and mental retardation (pRTA-OA)",0.0,1.0
r,Defective SLC5A1 causes congenital glucose/galactose malabsorption (GGM),0.0,1.0
r,Defective SLC5A2 causes renal glucosuria (GLYS1),0.0,1.0
r,Defective SLC5A5 causes thyroid dyshormonogenesis 1 (TDH1),0.0,1.0
r,Defective SLC5A7 causes distal hereditary motor neuronopathy 7A (HMN7A),0.0,1.0
r,Defective SLC6A18 may confer susceptibility to iminoglycinuria and/or hyperglycinuria,0.0,1.0
r,Defective SLC6A19 causes Hartnup disorder (HND),0.0,1.0
r,Defective SLC6A2 causes orthostatic intolerance (OI),0.0,1.0
r,Defective SLC6A3 causes Parkinsonism-dystonia infantile (PKDYS),0.0,1.0
r,Defective SLC6A5 causes hyperekplexia 3 (HKPX3),0.0,1.0
r,Defective SLC7A7 causes lysinuric protein intolerance (LPI),0.0,1.0
r,Defective SLC7A9 causes cystinuria (CSNU),0.0,1.0
r,"Defective SLC9A6 causes  X-linked, syndromic mental retardation,, Christianson type (MRXSCH)",0.0,1.0
r,Defective SLC9A9 causes autism 16 (AUTS16),0.0,1.0
r,"Defective SLCO1B1 causes hyperbilirubinemia, Rotor type (HBLRR)",0.0,1.0
r,"Defective SLCO1B3 causes hyperbilirubinemia, Rotor type (HBLRR)",0.0,1.0
r,"Defective SLCO2A1 causes primary, autosomal recessive hypertrophic osteoarthropathy 2 (PHOAR2)",0.0,1.0
r,"Defective SRD5A3 causes SRD5A3-CDG, KHRZ",0.0,1.0
r,Defective ST3GAL3 causes MCT12 and EIEE15,0.0,1.0
r,Defective TBXAS1 causes GHDD,0.0,1.0
r,Defective TCN2 causes TCN2 deficiency,0.0,1.0
r,Defective TPMT causes TPMT deficiency,0.0,1.0
r,Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC),0.0,1.0
r,Defective translocation of RB1 mutants to the nucleus,0.0,1.0
r,Defective UGT1A1 causes hyperbilirubinemia,0.0,1.0
r,Defective UGT1A4 causes hyperbilirubinemia,0.0,1.0
r,Defective VWF binding to collagen type I ,0.0,1.0
r,Defective VWF cleavage by ADAMTS13 variant,0.0,1.0
r,Defects in biotin (Btn) metabolism,0.0,1.0
r,Defects in cobalamin (B12) metabolism,0.0,1.0
r,Defects in vitamin and cofactor metabolism,0.0,1.0
r,Defects of contact activation system (CAS) and kallikrein/kinin system (KKS),0.0,1.0
r,Defects of platelet adhesion to exposed collagen,0.0,1.0
r:w,Defensins,0.0,1.0
r,Degradation of AXIN,0.0,1.0
r:w,Degradation of beta-catenin by the destruction complex,0.0,1.0
r,Degradation of cysteine and homocysteine,0.0,1.0
r,Degradation of DVL,0.0,1.0
r,Degradation of GABA,0.0,1.0
r,Degradation of GLI1 by the proteasome,0.0,1.0
r,Degradation of GLI2 by the proteasome,0.0,1.0
r:w,Degradation of the extracellular matrix,0.0,1.0
w,"Degradation pathway of sphingolipids, including diseases",0.0,1.0
r,Deletions in the AMER1 gene destabilize the destruction complex,0.0,1.0
r,Deletions in the AXIN1 gene destabilize the destruction complex,0.0,1.0
w,Demo,0.0,1.0
w,Demo_complete,0.0,1.0
r,Deposition of new CENPA-containing nucleosomes at the centromere,0.0,1.0
r,Depurination,0.0,1.0
r,Depyrimidination,0.0,1.0
r:w,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,0.0,1.0
w,Deregulation of Rab and Rab effector genes in bladder cancer,0.0,1.0
r,Dermatan sulfate biosynthesis,0.0,1.0
r:w,Detoxification of Reactive Oxygen Species,0.0,1.0
r:w,Deubiquitination,0.0,1.0
r,Developmental Cell Lineages,0.0,1.0
w,Development and heterogeneity of the ILC family,0.0,1.0
w,Development of pulmonary dendritic cells and macrophage subsets,0.0,1.0
w,Development of ureteric collection system,0.0,1.0
r,DEx/H-box helicases activate type I IFN and inflammatory cytokines production ,0.0,1.0
w,Diclofenac metabolic pathway,0.0,1.0
w,Diet-dependent trimethylamine/trimethylamine N-oxide metabolism ,0.0,1.0
r,Differentiation of keratinocytes in interfollicular epidermis in mammalian skin,0.0,1.0
w,Differentiation of white and brown adipocyte,0.0,1.0
r:w,Digestion,0.0,1.0
r,Digestion and absorption,0.0,1.0
r,Digestion of dietary carbohydrate,0.0,1.0
r,Digestion of dietary lipid,0.0,1.0
w,Dihomo-gamma-linolenic acid (DGLA) oxylipin metabolism,0.0,1.0
k,Dilated cardiomyopathy,0.0,1.0
r,Dimerization of procaspase-8,0.0,1.0
w,Direct reversal repair,0.0,1.0
r,Disassembly of the destruction complex and recruitment of AXIN to the membrane,0.0,1.0
r,Diseases associated with glycosaminoglycan metabolism,0.0,1.0
r,Diseases associated with glycosylation precursor biosynthesis,0.0,1.0
r,Diseases associated with N-glycosylation of proteins,0.0,1.0
r,Diseases associated with O-glycosylation of proteins,0.0,1.0
r,Diseases associated with surfactant metabolism,0.0,1.0
r,Diseases associated with the TLR signaling cascade,0.0,1.0
r,Diseases associated with visual transduction,0.0,1.0
r,Diseases of Base Excision Repair,0.0,1.0
r,Diseases of carbohydrate metabolism,0.0,1.0
r,Diseases of cellular response to stress,0.0,1.0
r,Diseases of Cellular Senescence,0.0,1.0
r,Diseases of DNA Double-Strand Break Repair,0.0,1.0
r,Diseases of DNA repair,0.0,1.0
r,Diseases of glycosylation,0.0,1.0
r,Diseases of hemostasis,0.0,1.0
r,Diseases of Immune System,0.0,1.0
r,Diseases of metabolism,0.0,1.0
r,Diseases of Mismatch Repair (MMR),0.0,1.0
r,Diseases of mitochondrial beta oxidation,0.0,1.0
r,Diseases of mitotic cell cycle,0.0,1.0
r,Diseases of nucleotide metabolism,0.0,1.0
r,Diseases of programmed cell death,0.0,1.0
r,Diseases of propionyl-CoA catabolism,0.0,1.0
r,Diseases of signal transduction by growth factor receptors and second messengers,0.0,1.0
r,Diseases of Telomere Maintenance,0.0,1.0
r,Diseases of the neuronal system,0.0,1.0
w,Disorders in ketolysis,0.0,1.0
w,Disorders in ketone body synthesis,0.0,1.0
w,Disorders of bile acid synthesis and biliary transport,0.0,1.0
r,Disorders of Developmental Biology,0.0,1.0
w,Disorders of folate metabolism and transport,0.0,1.0
w,Disorders of fructose metabolism,0.0,1.0
w,Disorders of galactose metabolism ,0.0,1.0
r,Disorders of Nervous System Development,0.0,1.0
r,Displacement of DNA glycosylase by APEX1,0.0,1.0
w,Disruption of postsynaptic signaling by CNV,0.0,1.0
r:w,Dissolution of Fibrin Clot,0.0,1.0
r:w,DNA Damage Bypass,0.0,1.0
r,DNA Damage Recognition in GG-NER,0.0,1.0
w,DNA damage response,0.0,1.0
w,DNA damage response (only ATM dependent),0.0,1.0
r:w,DNA Damage Reversal,0.0,1.0
r:w,DNA Damage/Telomere Stress Induced Senescence,0.0,1.0
r,DNA Double-Strand Break Repair,0.0,1.0
r:w,DNA Double Strand Break Response,0.0,1.0
w,DNA IR-damage and cellular response via ATR,0.0,1.0
w,DNA IR-double strand breaks and cellular response via ATM,0.0,1.0
r:w,DNA methylation,0.0,1.0
w,DNA mismatch repair,0.0,1.0
r,DNA Repair,0.0,1.0
w,"DNA repair pathways, full network",0.0,1.0
k:r:w,DNA replication,0.0,1.0
r,DNA replication initiation,0.0,1.0
r:w,DNA Replication Pre-Initiation,0.0,1.0
r,DNA strand elongation,0.0,1.0
w,Docosahexaenoic acid oxylipin metabolism,0.0,1.0
r,Dopamine clearance from the synaptic cleft,0.0,1.0
w,Dopamine metabolism,0.0,1.0
r,Dopamine Neurotransmitter Release Cycle,0.0,1.0
r,Dopamine receptors,0.0,1.0
w,Dopaminergic neurogenesis,0.0,1.0
w,Downregulation of ACE2 by SARS-CoV-2 spike protein,0.0,1.0
r,Downregulation of ERBB2:ERBB3 signaling,0.0,1.0
r,Downregulation of ERBB2 signaling,0.0,1.0
r,Downregulation of ERBB4 signaling,0.0,1.0
r,Downregulation of SMAD2/3:SMAD4 transcriptional activity,0.0,1.0
r,Downregulation of TGF-beta receptor signaling,0.0,1.0
r,Downstream signaling of activated FGFR1,0.0,1.0
r,Downstream signaling of activated FGFR2,0.0,1.0
r,Downstream signaling of activated FGFR3,0.0,1.0
r,Downstream signaling of activated FGFR4,0.0,1.0
r,Downstream signal transduction,0.0,1.0
r,Downstream TCR signaling,0.0,1.0
w,Dravet syndrome,0.0,1.0
w,Drug induction of bile acid pathway,0.0,1.0
r,Drug-mediated inhibition of CDK4/CDK6 activity,0.0,1.0
r,Drug-mediated inhibition of ERBB2 signaling,0.0,1.0
r,Drug-mediated inhibition of MET activation,0.0,1.0
k,Drug metabolism - cytochrome P450,0.0,1.0
k,Drug metabolism - other enzymes,0.0,1.0
r,Drug resistance in ERBB2 KD mutants,0.0,1.0
r,Drug resistance in ERBB2 TMD/JMD mutants,0.0,1.0
r,Drug resistance of ALK mutants,0.0,1.0
r,Drug resistance of FLT3 mutants,0.0,1.0
r,Drug resistance of KIT mutants,0.0,1.0
r,Drug resistance of PDGFR mutants,0.0,1.0
r,DSCAM interactions,0.0,1.0
w,Dual hijack model of Vif in HIV infection,0.0,1.0
r,Dual Incision in GG-NER,0.0,1.0
r,Dual incision in TC-NER,0.0,1.0
r,E2F-enabled inhibition of pre-replication complex formation,0.0,1.0
r,E2F mediated regulation of DNA replication,0.0,1.0
r:w,E3 ubiquitin ligases ubiquitinate target proteins,0.0,1.0
r,Early Phase of HIV Life Cycle,0.0,1.0
r,Early SARS-CoV-2 Infection Events,0.0,1.0
w,Ebola virus infection in host,0.0,1.0
w,Ebstein-Barr virus LMP1 signaling,0.0,1.0
r,ECM proteoglycans,0.0,1.0
k,ECM-receptor interaction,0.0,1.0
w,EDA signaling in hair follicle development,0.0,1.0
w,Effect of intestinal microbiome on anticoagulant response of vitamin K antagonists,0.0,1.0
w,Effect of mutated HTT on cholesterol synthesis in brain,0.0,1.0
w,Effect of omega-3 PUFA on Huntington's disease pathways,0.0,1.0
w,Effect of progerin on genes involved in progeria,0.0,1.0
w,Effects of MFN2 mutation,0.0,1.0
w,Effects of nitric oxide,0.0,1.0
r:w,Effects of PIP2 hydrolysis,0.0,1.0
r,EGFR downregulation,0.0,1.0
r,EGFR interacts with phospholipase C-gamma,0.0,1.0
r,EGFR Transactivation by Gastrin,0.0,1.0
r:w,EGR2 and SOX10-mediated initiation of Schwann cell myelination,0.0,1.0
r,Eicosanoid ligand-binding receptors,0.0,1.0
w,Eicosanoid metabolism via cyclooxygenases (COX),0.0,1.0
w,Eicosanoid metabolism via cytochrome P450 monooxygenases pathway,0.0,1.0
w,Eicosanoid metabolism via lipooxygenases (LOX),0.0,1.0
r,Eicosanoids,0.0,1.0
w,Eicosanoid synthesis,0.0,1.0
